target,cell_type,stimulus,inducibility_lfc,inducibility_se,ci_low,ci_high,tau2,q,i2,n_studies,total_pairs,min_q_value,positive_fraction_activated,positive_fraction_resting,adt_estimate,adt_n_studies,protein_concordance,relevant_stimulus,evidence_class,abstention_reasons
CD274,Fibroblast,tissue_damage,0.6874433046475196,0.4045908002831279,-0.10555466390741108,1.4804412732024503,0.0,0.3824296411237612,0.0,3.0,15,0.7671125836924454,0.19444444444444442,0.12777777777777777,0.4481068287494569,3.0,DISCORDANT,True,C,[]
CD274,Myeloid,IFN_II,3.115556476984851,0.5025603697613366,2.1305381522526314,4.1005748017170705,0.2396636171735376,2.862687126018272,30.13557151172816,3.0,15,0.13948984140612142,0.49444444444444446,0.1111111111111111,5.042513634231331,3.0,CONCORDANT,True,A,[]
CD274,Plasma_cell,lymphocyte_activation,-0.2019107314309578,0.44747654913746676,-1.0789647677403926,0.675143304878477,0.0,0.3286405631392918,0.0,3.0,15,0.8856470866046319,0.1722222222222222,0.19444444444444442,0.24909703588153204,3.0,DISCORDANT,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CD274,T_cell,lymphocyte_activation,0.5039815886172159,0.36349531919763367,-0.20846923701014608,1.216432414244578,0.0,1.081719715186783,0.0,3.0,15,0.7671125836924454,0.2111111111111111,0.17222222222222225,0.4842538327948455,3.0,DISCORDANT,True,C,[]
CD38,B_cell,lymphocyte_activation,0.111753916474246,0.30368987370679607,-0.48347823599107426,0.7069860689395663,0.16570073758624002,5.015345068867175,60.12238494984068,3.0,15,0.6905487249105019,0.45555555555555555,0.4444444444444445,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CD38,Endothelial,IFN_II,-0.011194267637359992,0.1766293195203078,-0.3573877338971633,0.3349991986224433,0.0,0.5416465729542256,0.0,3.0,15,0.8775801561815058,0.43333333333333335,0.4611111111111111,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CD38,Epithelial,IFN_II,0.228422047900115,0.17721364177409957,-0.11891668997712013,0.5757607857773501,0.0,1.407878249037792,0.0,3.0,15,0.7671125836924454,0.5333333333333333,0.4611111111111111,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CD38,Fibroblast,tissue_damage,0.2860064991020173,0.16409302604748685,-0.03561583195105689,0.6076288301550915,0.0,0.1357967207806419,0.0,3.0,15,0.7671125836924454,0.4666666666666666,0.4888888888888889,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CD38,Myeloid,IFN_II,0.19304314691256919,0.2999216212008558,-0.3948032306411082,0.7808895244662466,0.1261508256388691,3.302787430378489,39.44508866649022,3.0,15,0.6905487249105019,0.4611111111111111,0.39999999999999997,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CD38,Plasma_cell,lymphocyte_activation,0.29789834413003685,0.12105414309240811,0.06063222366891696,0.5351644645911567,0.011202341341040561,2.1336226090440356,6.262710587975295,3.0,15,0.14674216227255482,0.43333333333333335,0.47222222222222215,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CD38,T_cell,lymphocyte_activation,1.9101863591116794,0.4135725894255614,1.0995840838375792,2.7207886343857797,0.3143359972721411,6.043067805159208,66.90422705016614,3.0,15,0.0565002023586325,0.6777777777777777,0.3833333333333333,,,UNAVAILABLE,True,B,[]
CD3E,B_cell,lymphocyte_activation,0.7614840679334635,0.5116840504285084,-0.24141667090641306,1.7643848067733399,0.0,1.5899193395058098,0.0,3.0,15,0.6905487249105019,0.08333333333333333,0.03888888888888889,0.23777814374663864,3.0,DISCORDANT,True,C,[]
CD3E,Endothelial,IFN_II,-0.17407157943814497,0.8102673401401383,-1.762195566112816,1.4140524072365261,1.2183736047385603,5.281979631003122,62.13540869675464,3.0,15,0.6905487249105019,0.09999999999999999,0.09999999999999999,0.06528100401825368,3.0,DISCORDANT,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CD3E,Epithelial,IFN_II,-0.3767753577041205,0.43238763145854303,-1.224255115362865,0.47070439995462376,0.0,0.9657596891711813,0.0,3.0,15,0.7671125836924454,0.08888888888888889,0.10555555555555556,1.7200059764052258,3.0,DISCORDANT,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CD3E,Fibroblast,tissue_damage,-1.0289933143456007,0.594063684952679,-2.1933581368528516,0.13537150816165022,0.21213736155559978,2.4938520630736325,19.80278102242231,3.0,15,0.5311873654821776,0.07222222222222223,0.10555555555555556,-0.27522159631751447,3.0,CONCORDANT,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CD3E,Myeloid,IFN_II,-0.10994700763453094,0.28618347066105154,-0.6708666101301919,0.45097259486113006,0.0,1.7870553854375366,0.0,3.0,15,0.7671125836924454,0.06111111111111111,0.07222222222222222,-1.2512766165824425,3.0,CONCORDANT,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CD3E,Plasma_cell,lymphocyte_activation,0.15093087347610393,0.560510653607976,-0.9476700075955291,1.249531754547737,0.6218656957387116,6.220974138898355,67.8506941944277,3.0,15,0.6113929048473484,0.07777777777777778,0.05555555555555556,0.07543256568230124,3.0,CONCORDANT,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CD3E,T_cell,lymphocyte_activation,4.0528682858386125,0.04128246632144386,3.9719546518485824,4.1337819198286425,0.0,0.49123731205309484,0.0,3.0,15,9.417083810321079e-05,1.0,0.9888888888888889,-0.04163088248502104,3.0,DISCORDANT,True,B,[]
CD4,B_cell,lymphocyte_activation,-0.13668083316224974,0.8853542261367416,-1.8719751163902634,1.5986134500657638,1.486219287549034,6.217355018291744,67.83198009256496,3.0,15,0.5928705194760968,0.1111111111111111,0.16666666666666666,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CD4,Endothelial,IFN_II,-0.13265816765474622,0.21317281260600526,-0.5504768803625165,0.28516054505302413,0.0,1.1749745317183804,0.0,3.0,15,0.7671125836924454,0.12777777777777777,0.11666666666666665,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CD4,Epithelial,IFN_II,-0.10889567842535458,0.3465796045120671,-0.788191703269006,0.570400346418297,0.0,1.2489815179683945,0.0,3.0,15,0.7671125836924454,0.1388888888888889,0.13888888888888887,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CD4,Fibroblast,tissue_damage,0.2379479470662281,0.5115146359564366,-0.7646207394083876,1.2405166335408437,0.0,1.48952079705149,0.0,3.0,15,0.7717769416941873,0.12777777777777777,0.11666666666666665,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CD4,Myeloid,IFN_II,0.11157245034368034,0.4681779330356767,-0.8060562984062459,1.0292011990936065,0.0,0.09726282520303786,0.0,3.0,15,0.9671073003543993,0.11666666666666665,0.09999999999999999,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CD4,Plasma_cell,lymphocyte_activation,-1.1834624084750447,0.5200478954219415,-2.20275628350205,-0.1641685334480394,0.0,0.0988356296536407,0.0,3.0,15,0.6905487249105019,0.09444444444444444,0.15,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CD4,T_cell,lymphocyte_activation,-0.00014025011059988715,0.03697434465334863,-0.0726099656311632,0.07232946540996343,0.0,0.7164617995203697,0.0,3.0,15,0.8559845160038109,0.9833333333333334,0.9833333333333334,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CD69,B_cell,lymphocyte_activation,-1.324057383367405,0.9158071512754332,-3.119039399867254,0.47092463313244415,1.4653433078587363,4.779799542912681,58.157241071635944,3.0,15,0.24730628603957763,0.03333333333333333,0.05555555555555556,0.10820546340485594,3.0,DISCORDANT,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CD69,Endothelial,IFN_II,-0.839596214807808,0.5562184475759556,-1.929784372056681,0.250591942441065,0.0,1.1819971057266363,0.0,3.0,15,0.6905487249105019,0.03888888888888889,0.07222222222222223,0.580708242650062,3.0,DISCORDANT,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CD69,Epithelial,IFN_II,-0.3538864716883506,0.7235967404586302,-1.7721360829872657,1.0643631396105646,0.4691059707115437,2.7177437150595796,26.40954373594586,3.0,15,0.7671125836924454,0.03333333333333333,0.027777777777777776,0.8189910170467639,3.0,DISCORDANT,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CD69,Fibroblast,tissue_damage,-1.4077263021468687,1.4265246814884414,-4.203714677864214,1.3882620735704765,5.165038240152833,15.803188389899653,87.34432602677656,3.0,15,0.26206566521318886,0.022222222222222223,0.07222222222222223,0.009818145451274633,3.0,DISCORDANT,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CD69,Myeloid,IFN_II,-0.7844704514192451,0.992665848622006,-2.7300955147183767,1.1611546118798868,2.7162163892383537,32.343260478337214,93.8163315311406,3.0,15,0.13546456984514557,0.016666666666666666,0.044444444444444446,1.3825956243118447,3.0,DISCORDANT,True,INSUFFICIENT,['EXCESSIVE_HETEROGENEITY']
CD69,Plasma_cell,lymphocyte_activation,0.589994863411064,0.6921560706593424,-0.766631035081247,1.9466207619033749,0.8484261791373481,4.889370378556081,59.09493768826252,3.0,15,0.6905487249105019,0.03888888888888889,0.022222222222222223,1.3327423004439616,3.0,CONCORDANT,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CD69,T_cell,lymphocyte_activation,2.2705501550975304,0.9158368779190141,0.4755098743762627,4.065590435818798,1.9756987012529965,9.526931052128615,79.00688071471728,3.0,15,0.14674216227255482,0.13333333333333333,0.022222222222222223,3.972384903152252,3.0,CONCORDANT,True,C,[]
CD70,B_cell,lymphocyte_activation,-0.27482256058597077,0.2025847484206256,-0.671888667490397,0.12224354631845541,0.0,1.7068967287487364,0.0,3.0,15,0.6905487249105019,0.07777777777777778,0.10555555555555556,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CD70,Endothelial,IFN_II,0.10375055265673921,0.1823821515315375,-0.2537184643450743,0.4612195696585527,0.0,1.6002106254044977,0.0,3.0,15,0.7671125836924454,0.09444444444444444,0.11666666666666668,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CD70,Epithelial,IFN_II,-0.8573655432758823,0.7044075593085923,-2.238004359520723,0.5232732729689585,0.0,1.311535334215403,0.0,3.0,15,0.6905487249105019,0.08333333333333333,0.11666666666666665,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CD70,Fibroblast,tissue_damage,0.6736781674587147,0.3192791764144682,0.04789098168635708,1.2994653532310723,0.0,1.2760165123490061,0.0,3.0,15,0.6905487249105019,0.11666666666666665,0.07222222222222222,,,UNAVAILABLE,True,C,[]
CD70,Myeloid,IFN_II,-0.08820864571065438,0.9781708755825219,-2.0054235618523975,1.8290062704310885,1.504271820413317,4.201482318951335,52.39775278884934,3.0,15,0.6905487249105019,0.11666666666666668,0.09444444444444444,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CD70,Plasma_cell,lymphocyte_activation,-0.04191464355493376,0.6779968881863461,-1.3707885444001722,1.2869592572903046,0.0,0.13618465776267002,0.0,3.0,15,0.9685651049648667,0.09999999999999999,0.13333333333333333,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CD70,T_cell,lymphocyte_activation,2.7970075030935693,1.3060249552897083,0.237198590725741,5.356816415461397,4.643967201646363,65.36081053265917,96.94006242624447,3.0,15,0.020691867527031706,0.25555555555555554,0.08888888888888889,,,UNAVAILABLE,True,INSUFFICIENT,['EXCESSIVE_HETEROGENEITY']
CD79A,B_cell,lymphocyte_activation,-0.005352265655783302,0.029545875084653284,-0.06326218082170373,0.05255764951013713,0.0,0.5696916744824329,0.0,3.0,15,0.8798589077985951,1.0,0.9944444444444445,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CD79A,Endothelial,IFN_II,1.131079083057027,0.5321896501273954,0.08798736880733204,2.174170797306722,0.0,1.0621513151046584,0.0,3.0,15,0.6905487249105019,0.17777777777777778,0.1111111111111111,,,UNAVAILABLE,True,B,[]
CD79A,Epithelial,IFN_II,-0.3214110390344172,0.39810092674639536,-1.101688855457352,0.4588667773885177,0.0,0.5475238010666179,0.0,3.0,15,0.8190136584261549,0.14444444444444446,0.15555555555555556,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CD79A,Fibroblast,tissue_damage,-0.5126669361447636,0.4891164237785824,-1.471335126750785,0.44600125446125793,0.42384433299176605,4.908378852873875,59.25334901911673,3.0,15,0.5885548121939046,0.10555555555555556,0.19444444444444442,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CD79A,Myeloid,IFN_II,0.6998311979859188,0.49235286089711644,-0.2651804093724295,1.664842805344267,0.0,1.437475271704425,0.0,3.0,15,0.6905487249105019,0.15,0.15555555555555556,,,UNAVAILABLE,True,C,[]
CD79A,Plasma_cell,lymphocyte_activation,-0.780833629482024,0.5159623552044,-1.792119845682648,0.23045258671860003,0.0,0.16884930405166243,0.0,3.0,15,0.7671125836924454,0.14444444444444446,0.1722222222222222,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CD79A,T_cell,lymphocyte_activation,0.8965139043868063,0.5579636100870158,-0.19709477138374465,1.9901225801573572,0.0,0.2412181996813061,0.0,3.0,15,0.7634378857588,0.16111111111111112,0.11666666666666665,,,UNAVAILABLE,True,B,[]
CD8A,B_cell,lymphocyte_activation,0.21662879367817073,0.4109693346033786,-0.5888711021444513,1.0221286895007928,0.3032046393363091,5.599300889678673,64.28125511728351,3.0,15,0.6905487249105019,0.3055555555555556,0.2722222222222222,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CD8A,Endothelial,IFN_II,0.06474521586729137,0.3390827935946918,-0.5998570595783046,0.7293474913128872,0.0,0.3670446627857568,0.0,3.0,15,0.9140276878922168,0.33888888888888885,0.3055555555555556,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CD8A,Epithelial,IFN_II,0.5892183110242313,0.36669325666834657,-0.129500472045728,1.3079370940941906,0.18173724573708194,3.7149792850651733,46.16389900098963,3.0,15,0.5729952801599199,0.37777777777777777,0.3166666666666667,,,UNAVAILABLE,True,C,[]
CD8A,Fibroblast,tissue_damage,0.21628642673492116,0.2943049623736391,-0.3605512995174115,0.7931241529872538,0.12349219764076141,4.081603668868028,50.99965204228978,3.0,15,0.6905487249105019,0.3444444444444445,0.3111111111111111,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CD8A,Myeloid,IFN_II,-0.1631179636723437,0.36018276589749887,-0.8690761848314414,0.5428402574867541,0.211362614139512,4.407521851380131,54.623027010660465,3.0,15,0.676987516487276,0.3166666666666667,0.2888888888888889,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CD8A,Plasma_cell,lymphocyte_activation,0.1618788261137305,0.48403818142994676,-0.7868360094889651,1.1105936617164263,0.3792569098106465,4.4727655065525935,55.28493507942673,3.0,15,0.6905487249105019,0.2833333333333333,0.25,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CD8A,T_cell,lymphocyte_activation,-0.003633358737868135,0.01574191000183585,-0.0344875023414664,0.027220784865730128,0.0,0.970982057884582,0.0,3.0,15,0.8456078075910749,0.9944444444444445,0.9888888888888889,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CLDN18,B_cell,lymphocyte_activation,-0.27474850912545834,0.34225542318973623,-0.9455691385773414,0.3960721203264247,0.17041230529894247,3.182776227378817,37.16177773367672,3.0,15,0.6905487249105019,0.03888888888888889,0.049999999999999996,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CLDN18,Endothelial,IFN_II,-0.7674731505684712,0.6202140362764731,-1.9830926616703586,0.44814636053341605,0.7813458646034132,6.269551548230858,68.09979175361657,3.0,15,0.6905487249105019,0.022222222222222223,0.05555555555555555,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CLDN18,Epithelial,IFN_II,0.0324238830555823,0.06164374635264529,-0.08839785979560245,0.15324562590676705,0.0,0.25951641628592614,0.0,3.0,15,0.8570487754258312,0.8444444444444444,0.8277777777777778,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CLDN18,Fibroblast,tissue_damage,-0.5853594083825562,0.5094854704061627,-1.583950930378635,0.41323211361352263,0.0,0.4947221266098877,0.0,3.0,15,0.7671125836924454,0.044444444444444446,0.05555555555555555,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CLDN18,Myeloid,IFN_II,0.6639810355173832,0.4396304552415094,-0.1976946567559752,1.5256567277907416,0.0,3.726047186547793e-05,0.0,3.0,15,0.7671125836924454,0.049999999999999996,0.016666666666666666,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CLDN18,Plasma_cell,lymphocyte_activation,-0.034668910102262245,0.5561892467854843,-1.1247998338018115,1.0554620135972872,0.16286569351595612,2.3933817708190785,16.436231595615975,3.0,15,0.7671125836924454,0.05555555555555555,0.03333333333333333,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CLDN18,T_cell,lymphocyte_activation,3.333259172268116e-13,9.999999999993276e-07,-1.959999666672765e-06,1.9600003333245997e-06,0.0,0.1767853460899576,0.0,3.0,15,0.9533854141612845,0.06111111111111111,0.07222222222222223,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CLDN6,B_cell,lymphocyte_activation,-0.6955021761257275,0.5092450272159332,-1.6936224294689566,0.30261807721750156,0.0,1.0611405728188674,0.0,3.0,15,0.6905487249105019,0.10555555555555556,0.15,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CLDN6,Endothelial,IFN_II,-0.018293723548606734,0.7810966584769125,-1.549243174163355,1.5126557270661416,0.8465783932865619,3.6610279019215524,45.370533806905264,3.0,15,0.6905487249105019,0.08888888888888889,0.16111111111111112,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CLDN6,Epithelial,IFN_II,0.030538064762340007,0.03160184209305569,-0.03140154574004915,0.09247767526472916,0.0,0.3947812852807186,0.0,3.0,15,0.7671125836924454,0.9222222222222222,0.9444444444444445,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CLDN6,Fibroblast,tissue_damage,2.958131025951161e-12,9.999999999973022e-07,-1.9599970418636865e-06,1.960002958125738e-06,0.0,1.9209411882651102,0.0,3.0,15,0.7634378857588,0.11666666666666665,0.07222222222222223,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CLDN6,Myeloid,IFN_II,1.4234337488912074,0.6139413009156521,0.22010879909652936,2.6267586986858857,0.0,0.023842845758845203,0.0,3.0,15,0.6905487249105019,0.12777777777777777,0.06111111111111111,,,UNAVAILABLE,True,B,[]
CLDN6,Plasma_cell,lymphocyte_activation,-0.4862890415915427,0.6325459309889189,-1.7260790663298236,0.7535009831467383,0.8203066141066291,6.500182973936925,69.23163535520182,3.0,15,0.5311873654821776,0.09999999999999999,0.13888888888888887,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CLDN6,T_cell,lymphocyte_activation,-0.6935185491756397,0.48254840293019846,-1.6393134189188285,0.25227632056754923,0.0,1.4622587299764978,0.0,3.0,15,0.6905487249105019,0.08888888888888889,0.12222222222222222,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CTLA4,B_cell,lymphocyte_activation,0.5270113836636815,0.5676459774592569,-0.585574732156462,1.6395974994838252,0.0,0.5905069774735379,0.0,3.0,15,0.7785953516284062,0.16666666666666666,0.14444444444444446,,,UNAVAILABLE,True,C,[]
CTLA4,Endothelial,IFN_II,-1.0193796483267485,0.5917967042664265,-2.179301188688944,0.1405418920354473,0.0,1.594604059902954,0.0,3.0,15,0.6905487249105019,0.12777777777777777,0.1722222222222222,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CTLA4,Epithelial,IFN_II,-0.27626381156194574,0.43081860227672675,-1.1206682720243302,0.5681406489004386,0.13621256804244772,2.487387128031128,19.594341489453452,3.0,15,0.6905487249105019,0.14444444444444446,0.17222222222222225,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CTLA4,Fibroblast,tissue_damage,-0.8271935902614598,0.6367786683454804,-2.075279780218601,0.4208925996956816,0.7316449865428514,5.129305525127814,61.0083667232873,3.0,15,0.442912800411613,0.13888888888888887,0.1722222222222222,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CTLA4,Myeloid,IFN_II,-0.3638099964744925,0.352383933250872,-1.0544825056462015,0.32686251269721656,0.0,1.3215633793607147,0.0,3.0,15,0.7461278688945034,0.1388888888888889,0.15555555555555553,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CTLA4,Plasma_cell,lymphocyte_activation,0.4457395255887263,0.27968782749218907,-0.10244861629596425,0.9939276674734169,0.0,0.8674238003591551,0.0,3.0,15,0.7638384959089277,0.17777777777777778,0.12777777777777777,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
CTLA4,T_cell,lymphocyte_activation,1.3396124098117415,0.35962490956336224,0.6347475870675515,2.0444772325559315,0.0,0.30211538213718514,0.0,3.0,15,0.41855974463440376,0.35555555555555557,0.19999999999999998,,,UNAVAILABLE,True,B,[]
DLL3,B_cell,lymphocyte_activation,-0.394435245930226,0.34591633658342485,-1.0724312656337387,0.28356077377328676,0.0,0.5576202633402996,0.0,3.0,15,0.7671125836924454,0.1722222222222222,0.16666666666666666,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
DLL3,Endothelial,IFN_II,0.04715521212402218,0.6100777427196571,-1.1485971636065058,1.2429075878545501,0.0,1.5051417304332602,0.0,3.0,15,0.7671125836924454,0.16666666666666666,0.15555555555555556,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
DLL3,Epithelial,IFN_II,-0.04531565694793846,0.05036422511904663,-0.14402953818126984,0.05339822428539294,0.005611848582587676,7.910610520432643,74.71750132516173,3.0,15,0.41587353021288936,1.0,1.0,,,UNAVAILABLE,True,INSUFFICIENT,['NO_EVIDENCE_CLASS_THRESHOLD_MET']
